company,bt
搜狗,项目 介绍 使用 语音 方式   跟 手机 可 穿戴 设备 互联网 汽车 智能家居 及其 他物 联网 设备   进行 对话 交互   是 目前 方兴未艾 一个 领域 是 搜狗 众多 互联网 巨头 积极 布局 AI 方向 我们 背靠 搜狗 输入法 海量 数据 搜狗 搜索 数据服务 能力 搜狗 语音交互 技术 中心 语音识别 生成 技术 主力 发展 信息抽取 指代 消歧 对话 管理 语言 生成 等 NLP 技术 务求 打造出 业界 最好 语音 对话 平台 让 合作伙伴 一般 用户 都 能 感受 到 搜狗 人工智能 魅力 能力   诱惑 前沿技术 方向 技术 氛围 浓厚 成长 空间 巨大 特别 提示 搜狗 欢迎 专情 你 最 多 投递 两个 请 谨慎 投递 搜狗 知音 引擎 研发 研究 范围 包括 但 不 限于 下列 课题 用户 输入 改写 意图分类 专名 识别   指代 消歧 对话 管理 句子 级别 embedding 语义 相似度计算 自动 问答 聊天 机器人 知识 挖掘 知识库 构建 等 条件 1 计算机信息 类 专业 硕士 或 以上学历 ;   2 精通 C JavaPython 熟悉 Linux 平台 ;   3 有 两年 以上 机器学习 或 自然语言处理 或 搜索引擎 推荐系统 研究 开发 经历 ;   有 深度 学习 研发 经验 者 优先 ;   4   善于 思考 分析 问题 有 较 强 沟通 能力 自我 驱动力
Gridsum 国双,针对 海量 文本 内容 进行 中文分词 语义识别 自动 文本 聚类 情感分析 等 文本挖掘 工作 为 公司 产品 加入 文本挖掘 功能 实际 场景 中 有效 运用 成熟 文本挖掘 算法 将 文本挖掘 技术 产品化 小组 产品设计 讨论 共同 讨论 设计 产品 自然语言处理 相关 专业 毕业 熟练掌握 自然语言处理 领域 基础理论 方法 熟悉 中文分词 语义分析 文本 聚类 情感分析 等 基础 算法 应用 拥有 编程能力 可以 通过 编写程序 实现 运用 文本挖掘 算法 解决 实际 问题 拥有 根据 实际 情况 调整 优化 文本挖掘 算法 能力 以 达到 最终 商业 目标 拥有 实际 文本挖掘 项目 经验 熟悉 软件开发 流程 配置 库 使用 拥有 软件开发 流程 中 代码 规范 意识 配置管理 规范 意识 文档 撰写 规范 意识 团队 合作 沟通交流 意识
逸途科技,维护 优化 现有 语义 引擎 基于 自然语言 及 深度 学习 技术开发 下一代 智能问答 系统 开发 api 接口 以便 外部 系统集成 组织协调 研发 团队 进行 知识库 机器学习 等 方面 研究 协同 配合 工作 建立 各 场景 之 知识图谱 计算机软件 或 相关 专业本科 以上学历 三年 以上 自然语言 开发 经验 并 熟悉 相关 算法 开发 悉 常用 机器学习 算法 对 深度 学习 有 较 深 理解 具有 人机对话 搜索引擎 知识库 等 相关 项目 经验 对 英文 技术 文献 具有 基础 阅读 理解能力 思路清晰 逻辑 能力 强 良好 敬业精神 团队精神 乐于 学习 以及 热爱 技术 研发
慧影医疗,  1 负责 公司 词性标注 图文 结合 探索 人工智能 创新 应用   2 负责 人工智能 前沿 问题 探索 研究 结合实际 应用 场景 提供 全面 技术 产品 解决方案   1 计算机 信息 统计 数学 等 相关 专业 硕士 研究生 及 以上学历   2 一年 以上 医疗 领域 研究 或 从业 经历 如 深度 神经网络 词性标注 语义理解 概率 统计 最优化 方法 等   3 熟悉   linux   平台 精通 一种 编程语言 具有 扎实 编码 能力 数据结构 算法 功底   4 良好 沟通 表达能力 流利 英语 交流 能力 具有 团队 协作 精神   5 国际 一流 学术期刊 或 会议 上 发表 过 相关 研究成果 候选人 优先
ZingFront智线,工作 内容 高性能 服务 海量 数据处理 2 数据 抓取 特征 挖掘 模型 计算 3 检索 策略 优化 分析 设计 开发   能力 熟悉 各类 数据挖掘 机器学习 相关 算法 逻辑思维 清晰 对 数据 敏感 2 熟悉 CC Python 语言 及 Shell 编程 并 开发 过 不 太小 项目 熟悉 Linux 平台 及 Hadoop 系 工具 使用 3 有 大规模 高性能 互联网 网站 系统 相关 设计 开发 经验 者 优先 4 具备 良好 学习 能力 成长 潜力 渴望 团队 一起 快速 成长
麦达数字,NLP 自然语言处理 高级 工程师 一本 统招 本科 及 以上学历 学信 网可查 职责 从事 大规模 企业 信息 文本 数据 挖掘 工作             深入 理解 企业 领域 数据业务 提供数据 建模 设计 解决方案             学习 NLP 领域 先进 技术 并 开展 相关 研发 工作 技术 具备 海量 文本 进行 词性 情感 等 信息 分析 提取 相关 特征 主题 或 关键 语句 能力 2 具备 对 数据 进行 关联 挖掘 分析 文章 情景 趋势 等 能力 2 自然语言处理 数据挖掘 机器学习 模式识别 等 方面 两年 以上 实际 项目 开发 经验 有 较 强 算法 分析 实现 能力 熟练掌握 python 编程语言 有 linux 开发 经验 善于 分析 解决问题 富有 想象力 学习 能力 良好 团队 合作 精神 熟练掌握 tensorflow scikit - learn gensim word2vec 等 软件包 模式识别 自然语言处理 等 相关 专业 优先
阿博茨科技,1   负责 文本处理 相关 研发 工作   包括 但 不 限于 数据挖掘 自然语言 NLP 处理 信息抽取 智能问答 知识图谱 语义理解 意图识别   机器翻译   机器 写作 等 ; 2   负责 核心 业务 及 工具 产品 构建 3   知识图谱 构建 1   计算机相关 专业本科 以上学历 5 年 以上 相关 工作 经验 2   有 较 强 算法 基础 工程 实践 能力 3   具备 深度 学习 经验 优先 4   对 数据 敏感 善于 思考 具备 不断 发现 并 解决问题 能力 5   工作 踏实 上 进 有 良好 团队 合作 意识
追一科技,如果 你 充满 理想 想 用 人工智能 改变 世界 如果 你 不甘 平庸 想 让 你 青春 充满 更 多 可能 如果 你 愿意 人工智能 最 优秀 团队 擦 出 技术 火花 那么 请 加入 我们 吧 我们 是 一家 来自 深圳 人工智能 创业 公司 我们 拥有 业界 最 优秀 团队 我们 正 准备 用 人工智能 服务 世界 我们 诚邀 优秀 你 加入 我们 如果 你 是 计算机相关 专业 硕士 包括 自然语言处理 计算 语言学 机器翻译 信息检索 等 熟悉 自然语言处理 机器学习 模式识别 等 常用 算法 熟悉 NLP 领域 当前 热点 前沿技术 对 NLP 有 完整 系统 认识 有 相关 项目 经历 包含 但 不仅 限于 以下 方向 智能客服 文本分类 信息抽取 知识图谱 机器学习 自动 摘要 等 有 深度 学习 背景 最佳 熟练掌握 CC 编程语言 熟练 使用 Python Shell 等 脚本语言 良好 团队 合作 精神 较强 沟通 能力 优秀 分析 解决问题 能力 能够 从 海量 数据 中 发现 有 价值 规律 对 挑战性 问题 充满 激情 那么 你 就是 我们 想要 那 一个 我们 公司 你 可能 会 得到 以下 工作 内容 基于 机器学习   并 结合 现有 自然语言处理 技术 研发 智能聊天 机器人 等 解决方案 ; 2 实现 产品 解决方案 进行 效果 调优 ; 3 发布 相关 产品 不断 迭代 产品 效果
泰迪智慧,负责 团队 基础 NLP 工具 开发 维护 及 NLP 开源 工具 二次开发 封装 负责 团队 文本挖掘 相关 研发 工作 负责 领域 知识图谱 构建 负责 团队 智能聊天 机器人 相关 技术 研发 熟练掌握 java python 语言 及 常用 包 了解 自然语言处理 中 词法 语法 语义分析 问题 如 分词 词性标注 命名实体识别 信息抽取 词义 消歧 主题模型 等 理解 自然语言处理 常用 算法 如 WORD2VEC CRF LDA LSA SVD 等 并 有 实践经验 熟悉 NLP 领域 当前 热点 前沿技术 对 NLP 有 系统 认识 五 有 自动 问答 方面 经验 有限 有 知识图谱 等 相关 领域 经验 优先 熟悉 深度 学习 NLP 中 应用 有限
百度,- 利用 深度 学习 技术 解决   NLP   相关 问题 包括 但 不 限于 问答 篇章 理解 机器翻译 语义 匹配 对话系统 - 开发 语义 计算 平台 提供 语义 计算 相关 解决方案   - 有 kernel 优化 经验 对 cudacudnn 有 熟练 使用 经验 有 dnn 模型 优化 经验 - 有   NLP 机器学习 经验
联想集团,自然语言处理 研究员   Position   Description :             1   自动对话 意图 理解 信息抽取 语义分析 等 自然语言处理 任务 研发 2   对话系统 相关 知识 挖掘 知识库 构建 算法 优化 Position   Requirements :     1   必须 拥有 自然 对话系统 或者 ChatBot 系统 经验 2   熟悉 自然语言处理 基本 流程 相关 算法 熟悉 深度 学习 相关 算法 熟悉 机器学习 优化 理论 3   熟悉 实体识别 意图解析 语言 模型 文本 生成 等 关键 算法 4   熟练 使用 至少 一种 开发 语言 比如 Java   python   C 等
所问数据,工作 职责 - 负责 自然语言处理 方向 研发 - 利用 NLP 解决 实际 业务 场景 需求 支持 产品开发 资格 - 精通 自然语言处理 包括 但 不 限于 分词 词性标注 实体识别 句法分析 等 3 年 以上 相关 工作 经验 有 情感分析 关系 抽取 事件 抽取 经验 者 优先 - 熟悉 机器学习 基本 算法 并 以下 一个 或 多个 方向 有 实际 工程 研究 经验   自然语言处理 精准 营销 相关 研发 有 大规模 数据分析 挖掘 经验 熟悉 常用 分析 工具   - 精通 Java python 编程 熟悉 常用 算法 及 优化   - 有 深度 学习 相关 库 使用 经验 者 优先 - 较强 学习 能力 能够 不断 去 研究 新 技术 算法 架构 备注 : 本 岗位 作息时间 为 996 请 求职者 慎投
瓜子二手车直卖网,瓜子 智能 对话 系统核心 算法 研发 包括 但 不 限于 - 负责 对话系统 意图 理解 槽 位 解析 等 核心 算法 研发 - 负责 对话系统 中 多轮 查询 理解 对话 状态 跟踪 等 核心 算法 研发 - 负责 对话系统 中 对话 管理 排序 引导 等 核心 算法 研发 - 熟悉 机器学习 基础理论 常用 算法 有 2 年 以上 相关 项目 经验 有 深度 学习 经验 者 优先 - 熟悉 自然语言处理 基础理论 常用 算法 有 文本分类 序列 标注 等 经典 任务 相关 项目 经验 者 优先 - 熟练 使用 CC Python 等 至少 一门 语言 熟练 使用 数据结构 常用 算法 有 较 强 算法 设计 实现 能力 - 较强 技术 攻关 能力 能够 跟进 领域 内 最新 技术 研究成果 并 结合 应用 场景 快速 实验 调优 - 优秀 分析 问题 解决问题 能力 对 解决 具有 挑战性 问题 充满 激情 - 有 强烈 上进心 求知欲 产品 问题 驱动 导向 - 良好 沟通 能力 良好 团队 合作 精神
金山办公软件,结合 业务 需求 负责 文本 特征提取 文本分类 主题模型 等 技术 应用 资格   1 熟练掌握 自然语言处理 算法 技术   2 扎实 编码 能力 熟练 使 CC Python Java 其中 一种 语言   3 计算机 或 相关 专业 有 主题模型 机器学习 hadoop 经验 者 优先   4 较强 沟通 能力 团队 合作 精神
泛微,利用 相关 技术 算法 提供 文本 分析 相关 基础 方案 服务 针对 海量 文本 内容 进行 中文分词 语义识别 自动聚类 等 文本挖掘 工作 负责 搭建 相关 机器学习     大 数据计算平台 负责 数据 业务 紧密 集合 熟练掌握 自然语言处理 NLP 相关 理论 技术 方法 熟练掌握 使用 java 数学 正则 至少 掌握 一种 脚本语言 熟悉 中英文分词 词性标注 实体识别 句法分析 自动文本分类 关键值提取 等 自然语言处理 技术 熟悉 语义分析 方法 技术 相似度计算 本体理论 语义推理 等 熟悉 人机对话 前沿 方向 研究 方向 熟悉 了解 人工智能 机器学习 等 领域 前沿 方向 研究 动向 具备 将 机器学习 自然语言处理 理论 转化 为 实践 能力 具有 相关 项目 研发 经验 者 项目 主要 参 人员 优先
逸途科技,维护 优化 现有 语义 引擎 基于 自然语言 及 深度 学习 技术开发 下一代 智能问答 系统 开发 api 接口 以便 外部 系统集成 组织协调 研发 团队 进行 知识库 机器学习 等 方面 研究 协同 配合 工作 建立 各 场景 之 知识图谱 计算机软件 或 相关 专业本科 以上学历 三年 以上 自然语言 开发 经验 并 熟悉 相关 算法 开发 悉 常用 机器学习 算法 对 深度 学习 有 较 深 理解 具有 人机对话 搜索引擎 知识库 等 相关 项目 经验 对 英文 技术 文献 具有 基础 阅读 理解能力 思路清晰 逻辑 能力 强 良好 敬业精神 团队精神 乐于 学习 以及 热爱 技术 研发 NLP 中级 工程师
上海你我贷互联网金融信息服务,从事 中文 文本 语义分析 相关 研发 工作 ; 2 知识问答 多轮对话 智能聊天 相关 系统 开发 提高 词法 分析 句法分析 文本分类 语义 相似 度 等 NLP 技术 性能 大规模 知识库 本体 库及 知识图谱 构建 工作 NLP 相关 专业本科 以上 或者 具 3 年 以上 相关 领域 工作 经验 熟练掌握 python 或者 java 编程语言 有 chatbot 语音 助理 等 系统 开发 经验 者 优先 有 责任心 喜欢 分析 解决问题 对 NLP 领域 感兴趣
多牛传媒,利用 自然语言处理 工具 对 海量 文本 内容 进行 文本 分词 语义分析 关键词 分析 主题 分析 情感分析 舆情分析 意图识别 质量 评估 标签 提取 语义识别 自动聚类 等 文本挖掘 知识库 建设 等 研发 工作 计算机 统计 数学 及 相关 专业 硕士 及 以上学历 2 具备 自然语言处理 及 机器学习 方面 基础理论 知识 有 相关 实战 项目 经验 者 优先 3 熟悉 常用 编程语言 如 Python Java 等 有 扎实 编程能力 4 思路清晰 主动性 强 有 很 强 自我 驱动力 5 责任心 强 能 承受 工作 压力 良好 沟通交流 能力 能 迅速 融入 团队 6 熟悉 常用 分词 算法 情感分析 本体 识别 特征提取 文本分类 预测 文本 聚合 算法 熟悉 RNN CNN 等 深度 学习 算法 及其 常用 技术 如 TensorFlow   word2vec   等  
丝路天地,1 运用 数据挖掘 机器学习 方法 技术 深入 挖掘 分析 海量 商业 数据 从 短文 本 半 结构化 文本 中 准确 提取 有 价值 信息 2 负责 对 文本 内容 进行 语法 句法 语义 分析 包括 但 不 限于 中文 英文 分词 词性 命名 实体 分类 垃圾 识别 句法结构 等 工作 3 将 自然语言处理 相关 技术 应用 到 搜索引擎 文本 推荐 4 不断完善 优化 算法 以 技术 驱动 公司 业务 成长 体现 技术 价值 1 计算机 数学 或者 统计学 相关 专业本科 以上学历 2 精通 一门 或多门 开发 语言 Python Java 等 熟练掌握 常用 数据结构 算法 3 熟悉 NLP 领域 理论 基础 掌握 相关 统计 模型 具有 1 年 以上 自然语言处理 相关 经验 包括 分词 词性标注 命名实体识别 语法分析 语义分析 文本分类 聚类 主题 挖掘 等 熟练 运用 HMM CRF 最大 熵 模型 有 从 半 结构化 文本 短文 本中 抽取 信息 经验 者 优先 4 熟悉 常用 文本挖掘 算法 掌握 词 向量 如 word2vec 等 以及 NLP 相关 深度 学习 RNN LSTM 相关 知识 优先 5 良好 英文 阅读 能力   能够 流利 阅读 英文 书籍 论文 6 对 自然语言处理 具有 浓厚 兴趣 善于 发现 工作 当中 问题 具有 团队 协作 精神 乐于 接受 挑战 能 承受 工作 压力
